t;houseId;Q;Ta;G
13/11/2010;9;NA;7.717178472;25.79624925
14/11/2010;9;NA;7.382740625;46.96438479
15/11/2010;9;NA;7.337449653;11.29275802
16/11/2010;9;NA;6.419798611;49.36331722
17/11/2010;9;NA;2.739963889;44.61983791
18/11/2010;9;NA;4.545410069;17.53085329
19/11/2010;9;NA;4.181181944;9.031877477
20/11/2010;9;NA;2.31904375;12.56619861
21/11/2010;9;NA;3.244878472;8.404190307
22/11/2010;9;NA;4.11305625;18.34264362
23/11/2010;9;NA;3.777127083;13.04298782
24/11/2010;9;NA;1.318497569;9.176170978
25/11/2010;9;NA;-1.350606597;10.44436861
26/11/2010;9;NA;-1.348213542;13.56730787
27/11/2010;9;NA;-1.841914583;21.46912986
28/11/2010;9;NA;-5.060077431;45.39406506
29/11/2010;9;NA;-1.752681597;28.54023586
30/11/2010;9;NA;-2.000122569;13.85888334
01/12/2010;9;NA;-4.358067361;32.69081319
02/12/2010;9;NA;-3.033910417;35.35076087
03/12/2010;9;NA;-2.39325625;22.61250877
04/12/2010;9;NA;-4.370120486;34.17413009
05/12/2010;9;NA;-2.646909375;29.927938
06/12/2010;9;NA;-0.39958125;26.78803299
07/12/2010;9;NA;-1.430718056;41.1777551
08/12/2010;9;NA;-2.525356944;21.97353159
09/12/2010;9;NA;-1.847374306;21.41799537
10/12/2010;9;NA;NA;NA
11/12/2010;9;NA;NA;NA
12/12/2010;9;NA;4.960614236;18.64410255
13/12/2010;9;NA;-1.398820139;29.32356043
14/12/2010;9;NA;-3.065128125;24.3318576
15/12/2010;9;NA;-4.325134028;26.61996137
16/12/2010;9;NA;-5.501031944;30.45948155
17/12/2010;9;NA;-2.648463542;7.376410718
18/12/2010;9;NA;-5.786893056;23.36533642
19/12/2010;9;NA;-4.817521181;11.15385494
20/12/2010;9;NA;-6.407386458;31.4460995
21/12/2010;9;NA;-5.398384722;29.74348087
22/12/2010;9;NA;-6.156124653;36.28645795
23/12/2010;9;NA;-4.575912153;16.61320446
24/12/2010;9;NA;-2.668350347;15.74172487
25/12/2010;9;NA;-4.747982639;11.01875732
26/12/2010;9;NA;-8.436285417;26.45838681
27/12/2010;9;NA;-8.465591319;21.30848817
28/12/2010;9;NA;-7.798781944;29.16068462
29/12/2010;9;NA;-5.295579514;26.00877894
30/12/2010;9;NA;-5.74096875;20.94156954
31/12/2010;9;NA;-5.244518056;20.02079903
01/01/2011;9;NA;1.153042014;35.41524457
02/01/2011;9;NA;1.402013194;36.27800644
03/01/2011;9;NA;-2.297279514;37.76131289
04/01/2011;9;NA;-3.430902778;36.50803277
05/01/2011;9;NA;-0.886894444;12.30093922
06/01/2011;9;NA;-2.419193056;22.50397218
07/01/2011;9;NA;-0.261069792;13.51036342
08/01/2011;9;NA;-0.149412847;30.68824207
09/01/2011;9;NA;3.334013194;20.18848928
10/01/2011;9;NA;1.120378125;26.08376783
11/01/2011;9;NA;0.357628125;13.06141215
12/01/2011;9;NA;-1.297090625;28.52156892
13/01/2011;9;NA;1.504696528;26.01936859
14/01/2011;9;NA;1.694555208;11.25900526
15/01/2011;9;NA;3.820176736;10.14536813
16/01/2011;9;NA;4.748413542;16.97771885
17/01/2011;9;NA;7.428416667;10.56325663
18/01/2011;9;NA;5.711423611;15.24004926
19/01/2011;9;NA;NA;NA
20/01/2011;9;NA;NA;NA
21/01/2011;9;NA;-1.746170833;38.36124401
22/01/2011;9;NA;-2.167132292;27.9176226
23/01/2011;9;NA;0.0112375;15.34088559
24/01/2011;9;NA;0.382255556;33.47778582
25/01/2011;9;NA;NA;NA
26/01/2011;9;NA;1.460449306;17.42662784
27/01/2011;9;NA;-2.4735625;12.14109727
28/01/2011;9;NA;-4.628233333;62.18214751
29/01/2011;9;NA;-5.03716875;66.58438652
30/01/2011;9;NA;-2.646925694;64.25631233
31/01/2011;9;NA;-2.420847917;68.28853576
01/02/2011;9;NA;-1.537720833;53.44218298
02/02/2011;9;NA;-0.129496528;14.61045602
03/02/2011;9;NA;1.839598264;17.58816344
04/02/2011;9;NA;3.343973264;59.14818113
05/02/2011;9;NA;5.104537847;30.91287911
06/02/2011;9;NA;6.030425694;18.91061108
07/02/2011;9;NA;4.749563889;24.20689127
08/02/2011;9;NA;NA;NA
09/02/2011;9;NA;4.102776389;54.07508486
10/02/2011;9;NA;3.173151042;48.781598
11/02/2011;9;NA;3.477860764;22.25764698
12/02/2011;9;NA;2.1002875;47.5059227
13/02/2011;9;NA;-1.780419097;90.5366869
14/02/2011;9;NA;-0.883558681;25.45264954
15/02/2011;9;NA;-1.182693056;41.45507864
16/02/2011;9;NA;-2.779338194;18.38080815
17/02/2011;9;NA;-1.335811111;49.74106052
18/02/2011;9;NA;-1.664322569;72.44302398
19/02/2011;9;NA;-2.019031944;25.54680749
20/02/2011;9;NA;-3.149556944;90.45704838
21/02/2011;9;NA;-3.700278125;75.56956255
22/02/2011;9;NA;-4.001290972;35.69300475
23/02/2011;9;NA;-4.473812153;50.96642599
24/02/2011;9;NA;-4.921626736;90.89358038
25/02/2011;9;NA;-2.006154514;74.36053967
26/02/2011;9;NA;0.021143056;89.35877455
27/02/2011;9;NA;0.960015972;113.8158398
28/02/2011;9;NA;-2.021972917;34.85833694
01/03/2011;9;NA;-1.161979861;41.33284469
02/03/2011;9;NA;-0.580946181;32.92383611
03/03/2011;9;NA;-2.098925694;26.25805405
04/03/2011;9;NA;-2.621660417;28.95923008
05/03/2011;9;NA;0.079022917;90.12362586
06/03/2011;9;NA;2.537521875;151.5745102
07/03/2011;9;NA;-0.797023958;160.9896857
08/03/2011;9;NA;-0.299055556;163.2988574
09/03/2011;9;NA;0.927669097;159.678197
10/03/2011;9;NA;2.042122917;40.7925357
11/03/2011;9;NA;3.728238542;29.45093436
12/03/2011;9;NA;3.453687847;102.3713408
13/03/2011;9;NA;4.869457639;123.1958398
14/03/2011;9;NA;7.345369444;93.30994048
15/03/2011;9;NA;6.2433875;42.44076812
16/03/2011;9;NA;1.341531597;40.52309677
17/03/2011;9;NA;0.445997569;128.9175139
18/03/2011;9;NA;1.028572569;45.097572
19/03/2011;9;NA;2.477771528;59.03274726
20/03/2011;9;NA;3.185528819;163.0324255
21/03/2011;9;NA;3.277212153;150.1732667
22/03/2011;9;NA;4.408895139;99.4884934
23/03/2011;9;NA;6.922773958;200.8729429
24/03/2011;9;NA;6.063497222;199.5816565
25/03/2011;9;NA;7.589548958;210.5643112
26/03/2011;9;NA;5.459701736;115.8747825
27/03/2011;9;NA;1.401054018;195.3989573
28/03/2011;9;NA;NA;NA
29/03/2011;9;NA;3.970952431;227.7062625
30/03/2011;9;NA;4.933345139;133.6396892
31/03/2011;9;NA;6.000691667;88.53165363
01/04/2011;9;NA;8.138864236;60.8782862
02/04/2011;9;NA;9.202247222;162.894833
03/04/2011;9;NA;12.76864931;172.4166114
04/04/2011;9;NA;9.47958125;139.0086455
05/04/2011;9;NA;8.129174653;197.6100286
06/04/2011;9;NA;7.57215;60.0217841
07/04/2011;9;NA;9.564665278;76.83659068
08/04/2011;9;NA;8.311596181;197.7472014
09/04/2011;9;NA;7.408597917;133.9399934
10/04/2011;9;NA;7.746721528;249.2096091
11/04/2011;9;NA;9.798917708;238.7873946
12/04/2011;9;NA;9.856149306;238.0398722
13/04/2011;9;NA;6.899680556;145.4049798
14/04/2011;9;NA;6.360121875;130.7374455
15/04/2011;9;NA;6.409184028;261.1309429
16/04/2011;9;NA;8.740944444;270.3671605
17/04/2011;9;NA;9.611118403;175.7712116
18/04/2011;9;NA;8.999938542;215.3856165
19/04/2011;9;NA;9.561050347;280.8878307
20/04/2011;9;NA;11.14338403;263.6050719
21/04/2011;9;NA;13.27858819;250.157849
22/04/2011;9;NA;13.79207674;273.6200947
23/04/2011;9;NA;13.20411632;279.3690076
24/04/2011;9;NA;13.04512153;289.9764564
25/04/2011;9;NA;12.32900556;294.6487108
26/04/2011;9;NA;13.44071146;293.3009073
27/04/2011;9;NA;13.73715035;283.3015991
28/04/2011;9;NA;12.32039479;217.7685497
29/04/2011;9;NA;11.36538785;241.618455
30/04/2011;9;NA;11.19360694;303.1210146
01/05/2011;9;NA;10.23145625;317.5208521
02/05/2011;9;NA;8.918043056;258.2070018
03/05/2011;9;NA;6.952322917;262.0010578
04/05/2011;9;NA;6.421061111;228.6361098
05/05/2011;9;NA;6.678505208;269.9207346
06/05/2011;9;NA;9.000267014;310.0949805
07/05/2011;9;NA;12.27783854;314.5117316
08/05/2011;9;NA;13.66921597;322.0318148
09/05/2011;9;NA;12.72663021;336.0592989
10/05/2011;9;NA;15.13882569;321.1111475
11/05/2011;9;NA;16.1468309;251.1317108
12/05/2011;9;NA;14.30097639;224.3421814
13/05/2011;9;NA;13.04690069;217.2942836
14/05/2011;9;NA;11.55253299;248.6671578
15/05/2011;9;NA;10.37277049;171.0075034
16/05/2011;9;NA;9.775496181;216.3296237
17/05/2011;9;NA;10.41644375;118.2598085
18/05/2011;9;NA;11.48707535;174.691851
19/05/2011;9;NA;13.62878403;126.4276974
20/05/2011;9;NA;12.88384514;240.7515732
21/05/2011;9;NA;12.53662569;317.0173889
22/05/2011;9;NA;14.64637361;318.3816172
23/05/2011;9;NA;NA;NA
24/05/2011;9;NA;NA;NA
25/05/2011;9;NA;10.94130382;232.7349625
26/05/2011;9;NA;11.2772941;312.7710041
27/05/2011;9;NA;13.53345799;229.5245586
28/05/2011;9;NA;11.29016146;139.8908565
29/05/2011;9;NA;11.19319965;162.7897175
30/05/2011;9;NA;12.12711736;141.5010194
31/05/2011;9;NA;16.63366007;295.9312663
01/06/2011;9;NA;13.42808785;143.9616479
02/10/2008;10;NA;9.599246181;63.70047469
03/10/2008;10;NA;10.28563368;111.4144806
04/10/2008;10;NA;9.957948264;116.6804348
05/10/2008;10;NA;8.391128472;116.5485803
06/10/2008;10;NA;9.122251389;54.3847765
07/10/2008;10;NA;9.0405625;153.753525
08/10/2008;10;NA;11.54950625;94.66214281
09/10/2008;10;NA;12.5965375;71.94746521
10/10/2008;10;NA;11.68314826;142.5041453
11/10/2008;10;NA;12.08382449;83.30114316
12/10/2008;10;NA;13.27381597;71.66152793
13/10/2008;10;NA;13.75876563;105.0506947
14/10/2008;10;NA;13.04140035;67.45140086
15/10/2008;10;NA;13.08541458;86.65479003
16/10/2008;10;NA;12.0422434;37.92061736
17/10/2008;10;NA;8.844738194;35.04189688
18/10/2008;10;NA;9.253346181;118.934488
19/10/2008;10;NA;9.752503472;29.95766713
20/10/2008;10;NA;11.44952674;69.56139465
21/10/2008;10;NA;12.18257326;105.6443806
22/10/2008;10;NA;10.64698507;46.65239089
23/10/2008;10;NA;8.408279861;75.31401227
24/10/2008;10;NA;9.086029861;99.56378223
25/10/2008;10;NA;8.907695139;20.14790987
26/10/2008;10;NA;9.027257986;92.56783649
27/10/2008;10;NA;10.45674627;11.85988682
28/10/2008;10;NA;7.490542535;56.69117814
29/10/2008;10;NA;6.294115347;68.0553458
30/10/2008;10;NA;4.40963125;77.01987903
31/10/2008;10;NA;4.377325;36.34483363
01/11/2008;10;NA;3.788580208;83.87977002
02/11/2008;10;NA;5.938200347;32.69597239
03/11/2008;10;NA;7.842928819;16.61735148
04/11/2008;10;NA;7.953192014;18.83350071
05/11/2008;10;NA;7.955637847;9.616181655
06/11/2008;10;NA;8.170437847;12.54348518
07/11/2008;10;NA;8.6134875;12.07414012
08/11/2008;10;NA;8.875979167;7.255900972
09/11/2008;10;NA;7.6525125;28.65215361
10/11/2008;10;NA;7.028564583;37.26806373
11/11/2008;10;NA;8.959092708;36.20507227
12/11/2008;10;NA;8.35045;25.15667096
13/11/2008;10;NA;6.795908333;15.98888057
14/11/2008;10;NA;6.294843403;45.69757058
15/11/2008;10;NA;9.054169444;11.14669179
16/11/2008;10;NA;9.471522569;10.8801234
17/11/2008;10;NA;6.405257986;33.37114834
18/11/2008;10;NA;3.768064236;52.18911116
19/11/2008;10;NA;5.042286458;19.05520693
20/11/2008;10;NA;7.403356944;14.39394811
21/11/2008;10;NA;5.750870139;32.10384802
22/11/2008;10;NA;1.023155556;50.38455208
23/11/2008;10;NA;0.593445139;51.13173709
24/11/2008;10;NA;0.620422917;43.78540116
25/11/2008;10;NA;0.005795833;47.77858231
26/11/2008;10;NA;1.083604514;46.48512307
27/11/2008;10;NA;5.755926389;13.27751928
28/11/2008;10;NA;7.26610625;7.753053212
29/11/2008;10;NA;4.662204514;16.4423383
30/11/2008;10;NA;1.908495833;7.719791701
01/12/2008;10;NA;2.712947917;8.553098356
02/12/2008;10;NA;2.586505208;20.80826781
03/12/2008;10;NA;2.678575347;14.41739124
04/12/2008;10;NA;0.602563889;6.871117917
05/12/2008;10;NA;1.231940278;16.9126043
06/12/2008;10;NA;4.048460069;8.867398785
07/12/2008;10;0;3.579759028;9.988343235
08/12/2008;10;1.784615381;3.424258681;25.77964491
09/12/2008;10;3.600694442;5.293059375;6.710175758
10/12/2008;10;2.993793107;2.70665;9.25503261
11/12/2008;10;3.247222218;0.55979375;35.11145193
12/12/2008;10;2.681944439;1.006252778;9.185871476
13/12/2008;10;3.45034481;0.748823958;18.67131856
14/12/2008;10;4.150344824;1.797163889;6.735438368
15/12/2008;10;4.21241379;3.16466875;9.775742384
16/12/2008;10;3.733333324;2.704770833;3.606445266
17/12/2008;10;3.560416666;3.107435764;6.794826956
18/12/2008;10;3.351724137;2.154055082;5.619429933
19/12/2008;10;3.53793103;2.336688889;14.91876372
20/12/2008;10;3.805517231;4.123569792;30.09063896
21/12/2008;10;3.16944445;5.624380556;19.51634058
22/12/2008;10;3.709027781;5.903403125;11.55662516
23/12/2008;10;2.57152777;6.297672222;23.56459343
24/12/2008;10;4.232413792;4.545383681;21.56465404
25/12/2008;10;2.147586205;4.940600694;24.18611568
26/12/2008;10;2.401388888;1.880390972;9.560610069
27/12/2008;10;3.811111113;0.655636806;14.16050944
28/12/2008;10;4.542068953;0.878119097;12.0335009
29/12/2008;10;4.289655169;1.791438542;9.743285162
30/12/2008;10;4.206976755;0.810637153;20.58216196
31/12/2008;10;NA;-2.005790278;28.66136586
01/01/2009;10;NA;-1.863356944;15.7029646
02/01/2009;10;NA;-0.619622569;24.88860846
03/01/2009;10;NA;-2.342693056;32.64679935
04/01/2009;10;NA;1.073038889;18.29367214
05/01/2009;10;NA;-0.960651389;12.2634846
06/01/2009;10;NA;-5.621720833;41.20874414
07/01/2009;10;NA;-2.0797375;25.93415698
08/01/2009;10;NA;-1.182199306;40.97706099
09/01/2009;10;NA;-1.051914931;32.98955112
10/01/2009;10;NA;3.174048611;22.66224878
11/01/2009;10;NA;1.103219444;15.51929108
12/01/2009;10;NA;-0.353341667;29.34220693
13/01/2009;10;NA;2.993771875;28.16925384
14/01/2009;10;NA;3.335431597;6.542259693
15/01/2009;10;NA;3.195505903;14.27464052
16/01/2009;10;NA;2.204100694;19.51938587
17/01/2009;10;NA;0.636536458;15.66975178
18/01/2009;10;NA;0.498675694;8.093018576
19/01/2009;10;NA;2.874973264;7.273529375
20/01/2009;10;NA;1.955811111;26.26542626
21/01/2009;10;NA;2.991767708;29.88359923
22/01/2009;10;1.799999952;0.884993056;48.49751042
23/01/2009;10;3.704861107;1.273037153;39.13058014
24/01/2009;10;4.192361105;0.817461458;11.37767114
25/01/2009;10;4.218750007;1.841737153;23.37009914
26/01/2009;10;4.442361117;1.4910875;22.66583722
27/01/2009;10;4.092361079;0.082489236;12.40951674
28/01/2009;10;3.848611101;0.144273611;27.07908698
29/01/2009;10;4.487050379;-1.321969792;24.60793971
30/01/2009;10;3.672661864;-1.814803472;34.91974742
31/01/2009;10;4.216666663;-1.084666319;44.12443844
01/02/2009;10;4.230555554;0.249290625;31.5293831
02/02/2009;10;3.988194439;-1.072013889;25.95572106
03/02/2009;10;3.400694446;-0.461027431;14.96249825
04/02/2009;10;3.942361097;0.292887153;13.32600771
05/02/2009;10;3.704195823;0.643831597;9.167716892
06/02/2009;10;3.740972219;0.942191667;17.08389951
07/02/2009;10;2.972027963;3.803412847;24.22129808
08/02/2009;10;3.341666675;1.986661806;21.8222534
09/02/2009;10;3.362937067;0.27079375;65.89351663
10/02/2009;10;3.804861112;-0.096419792;27.47077666
11/02/2009;10;4.132867137;-0.155098958;13.89895106
12/02/2009;10;4.460416666;-0.880513194;59.36422736
13/02/2009;10;3.795104907;-2.752144444;98.42675671
14/02/2009;10;4.799305538;-2.918055903;56.51763476
15/02/2009;10;3.843055539;-2.420110069;102.1418741
16/02/2009;10;4.084027765;0.348607639;43.70551469
17/02/2009;10;3.881818177;0.735522569;35.58204273
18/02/2009;10;3.650349642;-2.219953125;103.119136
19/02/2009;10;4.872916677;-1.64929375;49.39417452
20/02/2009;10;4.17222223;0.695319792;22.77194762
21/02/2009;10;3.784722233;0.53945625;24.72222677
22/02/2009;10;3.82569444;1.4574;51.11207671
23/02/2009;10;3.370833331;4.777880903;57.6193701
24/02/2009;10;2.96993008;2.935899362;101.4595061
25/02/2009;10;3.506293702;1.127668924;85.56136884
26/02/2009;10;3.953846155;3.838421181;21.12590522
27/02/2009;10;3.356944449;4.338805764;48.7235111
28/02/2009;10;4.198601394;3.938932986;67.49897515
01/03/2009;10;3.525000008;2.783472222;41.97205324
02/03/2009;10;3.825174822;3.25121331;24.83749984
03/03/2009;10;3.297916679;4.115655208;47.3058263
04/03/2009;10;3.513194445;4.852986111;75.80365741
05/03/2009;10;3.328472237;3.494981944;128.0048482
06/03/2009;10;2.927777768;3.240989074;40.44399852
07/03/2009;10;3.863194442;2.371320486;21.95387223
08/03/2009;10;3.797222227;2.139164514;57.90744043
09/03/2009;10;2.804166665;3.743194444;79.94925463
10/03/2009;10;2.786013973;2.972360069;52.30950976
11/03/2009;10;3.049305557;4.125148264;106.6309506
12/03/2009;10;3.129861109;4.204775694;135.9444122
13/03/2009;10;3.547552451;3.930192014;31.55360198
14/03/2009;10;2.524475514;5.523550694;87.8576167
15/03/2009;10;2.845138877;5.292569444;73.04736574
16/03/2009;10;3.146853132;5.317361111;52.57809375
17/03/2009;10;3.236805554;5.633958333;68.81631944
18/03/2009;10;2.714583333;5.634791667;206.5798079
19/03/2009;10;3.425352116;4.656880556;181.7747248
20/03/2009;10;3.344444438;3.807523264;192.4852227
21/03/2009;10;3.402777773;2.366853409;200.9959034
22/03/2009;10;3.481944423;2.611631944;48.11322348
23/03/2009;10;3.273728807;6.007096181;143.3225373
24/03/2009;10;NA;3.781532986;69.7520693
25/03/2009;10;NA;0.423984995;194.0174594
26/03/2009;10;NA;0.795638194;56.61828273
27/03/2009;10;NA;3.195792361;51.89094453
28/03/2009;10;NA;4.560428819;154.7364137
29/03/2009;10;NA;4.620802431;105.6724883
30/03/2009;10;NA;4.672723342;110.049559
31/03/2009;10;NA;4.151098611;183.4671267
01/04/2009;10;NA;6.292978125;82.96610209
02/04/2009;10;NA;7.040993403;70.23566255
03/04/2009;10;NA;4.848026389;83.51095499
04/04/2009;10;NA;7.037979514;245.9395575
05/04/2009;10;NA;9.221022222;183.6858585
06/04/2009;10;NA;7.250077778;224.1530114
07/04/2009;10;NA;7.185771181;222.640503
08/04/2009;10;NA;9.806759375;211.2351112
09/04/2009;10;NA;10.11322431;186.4528453
10/04/2009;10;NA;9.590490625;237.9993926
11/04/2009;10;NA;10.17126806;267.3529454
12/04/2009;10;NA;10.0075184;250.9414977
13/04/2009;10;NA;9.518541667;272.2930127
14/04/2009;10;NA;9.872152778;227.5385891
15/04/2009;10;NA;11.23424531;229.9223434
16/04/2009;10;NA;9.487003125;258.7767197
17/04/2009;10;NA;8.658276815;269.5277425
18/04/2009;10;NA;8.140843403;291.9671186
19/04/2009;10;NA;9.358410764;299.0296113
20/04/2009;10;NA;6.794406944;307.2329186
21/04/2009;10;NA;8.882761458;305.5208832
22/04/2009;10;NA;9.298367708;302.6391722
23/04/2009;10;NA;6.932492708;108.5231808
24/04/2009;10;NA;9.822319792;297.9791476
25/04/2009;10;NA;10.23582986;311.3966173
26/04/2009;10;NA;11.53938611;285.3798184
27/04/2009;10;NA;14.79911458;260.1911792
28/04/2009;10;NA;13.0316684;192.1230352
29/04/2009;10;NA;13.06433264;211.3556535
30/04/2009;10;NA;13.06393854;224.157166
01/05/2009;10;NA;13.39828403;293.2624016
02/05/2009;10;NA;11.33821806;319.2889764
03/05/2009;10;NA;12.38914896;310.9869241
04/05/2009;10;NA;9.278736111;136.0163491
05/05/2009;10;NA;8.51085;259.8426032
06/05/2009;10;NA;9.690108681;214.330067
07/05/2009;10;NA;9.287104861;259.6029582
08/05/2009;10;NA;10.7647875;141.8576023
09/05/2009;10;NA;11.28411424;201.1192747
10/05/2009;10;NA;11.88305069;285.1214286
11/05/2009;10;NA;10.57423958;323.3900683
12/05/2009;10;NA;9.591342014;307.5771201
13/05/2009;10;NA;10.90290868;285.1433589
14/05/2009;10;NA;11.84413785;322.6479993
15/05/2009;10;NA;11.15975833;338.0510613
16/05/2009;10;NA;10.96210347;263.941588
17/05/2009;10;NA;11.25921007;176.0031631
18/05/2009;10;NA;11.36529132;130.9515731
19/05/2009;10;NA;13.69172153;255.4858487
20/05/2009;10;NA;14.5743809;275.6633247
21/05/2009;10;NA;14.14933021;347.6750312
22/05/2009;10;NA;13.71163646;245.9384365
23/05/2009;10;NA;11.51011944;245.3440223
24/05/2009;10;NA;12.01732049;294.8410862
25/05/2009;10;NA;14.24739688;287.4478275
26/05/2009;10;NA;13.71820069;350.7742187
27/05/2009;10;NA;15.33669132;230.7754549
28/05/2009;10;NA;12.12881458;268.8531563
29/05/2009;10;NA;11.30688264;318.9425375
30/05/2009;10;NA;13.57585833;370.3560064
31/05/2009;10;NA;15.84975694;345.6312313
01/06/2009;10;NA;17.45866111;347.5741786
02/06/2009;10;NA;18.57579201;346.4755224
03/06/2009;10;NA;14.64623854;339.0972132
04/06/2009;10;NA;10.52298333;229.6478081
05/06/2009;10;NA;9.350228472;289.2757159
06/06/2009;10;NA;9.530501042;225.8073337
07/06/2009;10;NA;11.22034271;250.0008517
08/06/2009;10;NA;11.79884722;233.9858477
09/06/2009;10;NA;12.06720729;233.7590831
10/06/2009;10;NA;12.07800382;149.0611178
11/06/2009;10;NA;12.68147292;146.0593808
12/06/2009;10;NA;8.844336458;60.79540222
13/06/2009;10;NA;10.70738507;218.9683747
14/06/2009;10;NA;11.43539271;345.8341062
15/06/2009;10;NA;13.84233785;292.5556579
16/06/2009;10;NA;11.88330243;352.3961318
17/06/2009;10;NA;10.84974236;278.3657522
18/06/2009;10;NA;13.84367569;336.6176311
19/06/2009;10;NA;14.53888194;301.9273784
20/06/2009;10;1.197499993;12.61434132;207.1222311
21/06/2009;10;0.839160845;13.20773333;292.327953
22/06/2009;10;0.900000007;13.40555556;251.1247162
23/06/2009;10;0.798601401;15.98234375;316.6788906
24/06/2009;10;0.953146855;16.66891944;361.8982357
25/06/2009;10;0.54615385;17.59999375;334.8244188
26/06/2009;10;0.476223782;17.84129896;202.4042479
27/06/2009;10;0.435664337;17.87901354;333.5091353
28/06/2009;10;0.276388892;16.88691042;295.3707334
29/06/2009;10;0.420833338;17.570775;270.0800702
30/06/2009;10;0.679166673;17.84246146;251.5593568
01/07/2009;10;0.594444454;21.71388889;276.4858673
02/07/2009;10;0.459027771;21.58425694;284.1891565
03/07/2009;10;0.359027778;21.81516458;332.4310728
04/07/2009;10;0.542361111;22.65041389;337.799589
05/07/2009;10;0.304861112;19.72373368;181.9768124
06/07/2009;10;0.216666669;19.55904965;261.6751924
07/07/2009;10;0.146527778;18.71716146;247.9263346
08/07/2009;10;0.080555557;17.71606424;271.2395777
09/07/2009;10;0.09513889;15.99691007;236.3371513
10/07/2009;10;0.120833335;14.71081806;299.2963129
11/07/2009;10;0.202777782;14.81005694;232.2543502
12/07/2009;10;0.299305564;14.28107813;235.7409766
13/07/2009;10;0.313194453;16.31698264;214.5745998
14/07/2009;10;0.256250006;18.11879896;253.5652419
15/07/2009;10;0.157638891;19.64500729;255.846933
16/07/2009;10;0.123611113;20.4131434;257.7224915
17/07/2009;10;0.103472224;19.91874306;307.3891115
18/07/2009;10;0.07638889;19.47027743;164.8176017
19/07/2009;10;0.105555557;17.41208472;149.9197409
20/07/2009;10;0.211111114;17.10623993;230.5969613
21/07/2009;10;0.638888904;15.31906076;231.4357533
22/07/2009;10;0.371052638;17.54879653;283.1813497
23/07/2009;10;NA;19.4758441;172.9364028
24/07/2009;10;NA;17.44225417;153.713976
25/07/2009;10;0.5;15.93793368;171.6541277
26/07/2009;10;1.079166683;15.46350417;233.7587899
27/07/2009;10;0.934722217;16.16020382;271.065186
28/07/2009;10;0.584722225;19.27894097;184.1900756
29/07/2009;10;0.833333344;17.20252257;274.8527972
30/07/2009;10;0.834722214;18.37080104;153.4801564
31/07/2009;10;0.487500003;16.49923889;210.7867372
01/08/2009;10;0.614583343;15.57767882;282.7411188
02/08/2009;10;0.71527778;17.14440833;244.4365665
03/08/2009;10;0.730555562;18.79501736;132.5324231
04/08/2009;10;0.629166671;17.02888542;203.8626682
05/08/2009;10;1.009722233;17.51517986;264.2356055
06/08/2009;10;0.468055557;19.60582292;296.4236621
07/08/2009;10;0.30625;20.13688889;289.2226512
08/08/2009;10;0.480555553;20.39320035;271.6477916
09/08/2009;10;0.461111119;20.63958264;190.7639716
10/08/2009;10;0.321527779;20.00106076;190.525446
11/08/2009;10;0.206249999;18.38670486;204.0867666
12/08/2009;10;0.514583329;16.53576597;153.3443407
13/08/2009;10;0.625874125;16.32439792;201.4998938
14/08/2009;10;0.488888897;14.77496389;250.4938502
15/08/2009;10;0.806944447;14.81045972;214.5293355
16/08/2009;10;0.352777783;NA;NA
17/08/2009;10;0.484722223;NA;NA
18/08/2009;10;0.331944446;15.82857743;121.4566325
19/08/2009;10;0.622222227;15.20859826;218.5765143
20/08/2009;10;0.363194445;17.62012431;272.5645376
21/08/2009;10;0.177777776;21.7585816;226.7376562
22/08/2009;10;0.58125;18.57626875;203.739916
23/08/2009;10;0.402083333;15.86035;247.3059591
24/08/2009;10;0.600000001;16.47906701;248.5795192
25/08/2009;10;0.516666675;18.66266111;271.1902178
26/08/2009;10;0.626388885;18.00769965;116.9006575
27/08/2009;10;0.336111114;16.97986875;205.1367805
28/08/2009;10;0.648611114;19.11710799;190.290748
29/08/2009;10;0.245833335;16.29275521;130.678811
30/08/2009;10;1.125000012;12.79880972;152.0511636
31/08/2009;10;0.721527785;13.27187604;179.5080568
01/09/2009;10;0.657638895;16.27077847;114.7825071
02/09/2009;10;0.418055563;18.02284306;178.8744685
03/09/2009;10;0.358333343;15.7832316;161.5041729
04/09/2009;10;0.689583337;14.9970066;94.02619095
05/09/2009;10;0.924305556;13.78063993;179.0576706
06/09/2009;10;0.729861121;13.53506701;141.1144372
07/09/2009;10;0.948611116;14.08723438;105.0204924
08/09/2009;10;1.13216784;15.74532361;154.467084
09/09/2009;10;0.553472231;18.43468021;203.5886281
10/09/2009;10;0.885416658;17.12019688;137.5686016
11/09/2009;10;0.712264159;14.08332986;196.7766894
12/09/2009;10;NA;13.87604167;193.5700426
13/09/2009;10;NA;13.21305972;166.5692426
14/09/2009;10;0.800000012;13.81815382;173.0207087
15/09/2009;10;0.755555556;14.50605556;174.0682479
16/09/2009;10;0.520138895;13.88709965;169.682405
17/09/2009;10;0.726388899;12.90609063;200.9851862
18/09/2009;10;0.896527773;12.43370208;191.0820711
19/09/2009;10;0.800000015;12.76802396;194.5394034
20/09/2009;10;0.778472227;14.31832708;203.3151352
21/09/2009;10;0.71944445;14.13254896;150.0079622
22/09/2009;10;0.368055563;13.14404132;178.0815195
23/09/2009;10;1.033333348;14.82285868;135.8330444
24/09/2009;10;1.036111121;13.61377535;90.36596766
25/09/2009;10;0.831249998;12.57434549;174.6781942
